CaseID,RequestorID,RequestorType,CaseOwner,CaseType,CaseStatus,TierLevel,Priority,DateReceived,SatisfactionScore,DateClosed
HRHD005255,1312063714,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2016-04-24 05:54:56.723868944,0 - Unknown,2016-04-29 05:54:56.723868944
HRHD005256,1103024859,3 - Non-staff,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2016-04-24 09:46:20.031201248,0 - Unknown,2016-04-27 09:46:20.031201248
HRHD005257,1103024679,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,2 - Medium,2016-04-24 13:37:43.338533536,0 - Unknown,2016-04-30 13:37:43.338533536
HRHD005258,1412071713,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,2 - Medium,2016-04-24 17:29:06.645865824,2 - Satisfied,2016-04-24 17:29:06.645865824
HRHD005259,1411071212,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2016-04-24 21:20:29.953198128,1 - Unsatisfied,2016-04-28 21:20:29.953198128
HRHD005260,1409070522,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2016-04-25 01:11:53.260530416,3 - Highly satisfied,2016-04-30 01:11:53.260530416
HRHD005261,1102024173,1 - Intern,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,1 - Low,2016-04-25 05:03:16.567862704,0 - Unknown,2016-05-01 05:03:16.567862704
HRHD005262,807010161,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2016-04-25 08:54:39.875195008,0 - Unknown,2016-04-30 08:54:39.875195008
HRHD005263,1009919920,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2016-04-25 12:46:03.182527296,2 - Satisfied,2016-04-30 12:46:03.182527296
HRHD005264,1305057282,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2016-04-25 16:37:26.489859584,0 - Unknown,2016-04-27 16:37:26.489859584
HRHD005265,1403066194,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2016-04-25 20:28:49.797191888,1 - Unsatisfied,2016-04-27 20:28:49.797191888
HRHD005266,1306058816,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,2 - Medium,2016-04-26 00:20:13.104524176,3 - Highly satisfied,2016-04-28 00:20:13.104524176
HRHD005267,1501072093,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2016-04-26 04:11:36.411856464,0 - Unknown,2016-04-28 04:11:36.411856464
HRHD005268,1408069635,1 - Intern,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,1 - Low,2016-04-26 08:02:59.719188768,0 - Unknown,2016-04-27 08:02:59.719188768
HRHD005269,1306059197,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,1 - Low,2016-04-26 11:54:23.026521056,3 - Highly satisfied,2016-05-02 11:54:23.026521056
HRHD005270,1009919960,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,2 - Medium,2016-04-26 15:45:46.333853344,0 - Unknown,2016-04-26 15:45:46.333853344
HRHD005271,1403066125,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2016-04-26 19:37:09.641185648,2 - Satisfied,2016-04-28 19:37:09.641185648
HRHD005272,1311063172,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2016-04-26 23:28:32.948517936,0 - Unknown,2016-04-28 23:28:32.948517936
HRHD005273,1103024335,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,1 - Low,2016-04-27 03:19:56.255850224,3 - Highly satisfied,2016-04-30 03:19:56.255850224
HRHD005274,1204033041,3 - Non-staff,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2016-04-27 07:11:19.563182528,1 - Unsatisfied,2016-04-29 07:11:19.563182528
HRHD005275,1105025661,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2016-04-27 11:02:42.870514816,2 - Satisfied,2016-05-03 11:02:42.870514816
HRHD005276,1009021646,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,2 - Medium,2016-04-27 14:54:06.177847104,1 - Unsatisfied,2016-05-03 14:54:06.177847104
HRHD005277,1404066622,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2016-04-27 18:45:29.485179408,3 - Highly satisfied,2016-04-27 18:45:29.485179408
HRHD005278,1102024121,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,2 - Medium,2016-04-27 22:36:52.792511696,3 - Highly satisfied,2016-04-28 22:36:52.792511696
HRHD005279,1411071212,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2016-04-28 02:28:16.099843984,1 - Unsatisfied,2016-05-03 02:28:16.099843984
HRHD005280,1412071844,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2016-04-28 06:19:39.407176288,0 - Unknown,2016-04-29 06:19:39.407176288
HRHD005281,1111030148,3 - Non-staff,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2016-04-28 10:11:02.714508576,3 - Highly satisfied,2016-04-29 10:11:02.714508576
HRHD005282,1211051232,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2016-04-28 14:02:26.021840864,1 - Unsatisfied,2016-05-03 14:02:26.021840864
HRHD005283,1001970770,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,2 - Medium,2016-04-28 17:53:49.329173168,3 - Highly satisfied,2016-04-28 17:53:49.329173168
HRHD005284,1104025179,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2016-04-28 21:45:12.636505456,1 - Unsatisfied,2016-04-29 21:45:12.636505456
HRHD005285,1103024843,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2016-04-29 01:36:35.943837744,0 - Unknown,2016-05-01 01:36:35.943837744
HRHD005286,711007713,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2016-04-29 05:27:59.251170048,1 - Unsatisfied,2016-04-29 05:27:59.251170048
HRHD005287,1203032498,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2016-04-29 09:19:22.558502336,2 - Satisfied,2016-04-30 09:19:22.558502336
HRHD005288,1501072093,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,1 - Low,2016-04-29 13:10:45.865834624,3 - Highly satisfied,2016-04-30 13:10:45.865834624
HRHD005289,1107027358,4 - Management,qabMRJqu,Employee Relations,Closed,Tier 2,2 - Medium,2016-04-29 17:02:09.173166928,2 - Satisfied,2016-04-29 17:02:09.173166928
HRHD005290,1208048229,3 - Non-staff,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2016-04-29 20:53:32.480499216,3 - Highly satisfied,2016-05-02 20:53:32.480499216
HRHD005291,1412071844,1 - Intern,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,1 - Low,2016-04-30 00:44:55.787831504,1 - Unsatisfied,2016-05-05 00:44:55.787831504
HRHD005292,1503072857,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2016-04-30 04:36:19.095163808,1 - Unsatisfied,2016-04-30 04:36:19.095163808
HRHD005293,1103024335,4 - Management,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2016-04-30 08:27:42.402496096,0 - Unknown,2016-05-06 08:27:42.402496096
HRHD005294,1209049326,1 - Intern,oDoCidPt,Employee Relations,Closed,Tier 1,1 - Low,2016-04-30 12:19:05.709828384,3 - Highly satisfied,2016-05-03 12:19:05.709828384
HRHD005295,1006020066,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2016-04-30 16:10:29.017160688,1 - Unsatisfied,2016-05-06 16:10:29.017160688
HRHD005296,1403066125,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2016-04-30 20:01:52.324492976,3 - Highly satisfied,2016-05-02 20:01:52.324492976
HRHD005297,1405067642,1 - Intern,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,1 - Low,2016-04-30 23:53:15.631825264,0 - Unknown,2016-05-01 23:53:15.631825264
HRHD005298,1308060754,1 - Intern,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2016-05-01 03:44:38.939157568,3 - Highly satisfied,2016-05-01 03:44:38.939157568
HRHD005299,1499902910,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,2 - Medium,2016-05-01 07:36:02.246489856,0 - Unknown,2016-05-07 07:36:02.246489856
HRHD005300,1408069539,4 - Management,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2016-05-01 11:27:25.553822144,3 - Highly satisfied,2016-05-02 11:27:25.553822144
HRHD005301,1411071324,3 - Non-staff,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2016-05-01 15:18:48.861154448,2 - Satisfied,2016-05-04 15:18:48.861154448
HRHD005302,1203032357,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2016-05-01 19:10:12.168486736,2 - Satisfied,2016-05-05 19:10:12.168486736
HRHD005303,1305056276,3 - Non-staff,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2016-05-01 23:01:35.475819024,3 - Highly satisfied,2016-05-03 23:01:35.475819024
HRHD005304,1306057810,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,1 - Low,2016-05-02 02:52:58.783151328,3 - Highly satisfied,2016-05-04 02:52:58.783151328
HRHD005305,1301052462,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2016-05-02 06:44:22.090483616,1 - Unsatisfied,2016-05-02 06:44:22.090483616
HRHD005306,1412071713,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,2 - Medium,2016-05-02 10:35:45.397815904,0 - Unknown,2016-05-06 10:35:45.397815904
HRHD005307,1101023612,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2016-05-02 14:27:08.705148208,3 - Highly satisfied,2016-05-05 14:27:08.705148208
HRHD005308,1405067064,4 - Management,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2016-05-02 18:18:32.012480496,1 - Unsatisfied,2016-05-03 18:18:32.012480496
HRHD005309,1405067064,1 - Intern,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2016-05-02 22:09:55.319812784,3 - Highly satisfied,2016-05-03 22:09:55.319812784
HRHD005310,1308060622,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,2 - Medium,2016-05-03 02:01:18.627145088,3 - Highly satisfied,2016-05-05 02:01:18.627145088
HRHD005311,1403066069,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2016-05-03 05:52:41.934477376,2 - Satisfied,2016-05-06 05:52:41.934477376
HRHD005312,1111030684,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,2 - Medium,2016-05-03 09:44:05.241809664,2 - Satisfied,2016-05-07 09:44:05.241809664
HRHD005313,1101023540,4 - Management,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2016-05-03 13:35:28.549141968,0 - Unknown,2016-05-08 13:35:28.549141968
HRHD005314,1104025008,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,1 - Low,2016-05-03 17:26:51.856474256,0 - Unknown,2016-05-06 17:26:51.856474256
HRHD005315,1209048697,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2016-05-03 21:18:15.163806544,3 - Highly satisfied,2016-05-06 21:18:15.163806544
HRHD005316,1504073368,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2016-05-04 01:09:38.471138848,1 - Unsatisfied,2016-05-08 01:09:38.471138848
HRHD005317,1012023103,3 - Non-staff,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2016-05-04 05:01:01.778471136,0 - Unknown,2016-05-08 05:01:01.778471136
HRHD005318,1406068241,1 - Intern,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,2 - Medium,2016-05-04 08:52:25.085803424,3 - Highly satisfied,2016-05-07 08:52:25.085803424
HRHD005319,1308060535,3 - Non-staff,qabMRJqu,Employee Relations,Closed,Tier 2,2 - Medium,2016-05-04 12:43:48.393135728,0 - Unknown,2016-05-10 12:43:48.393135728
HRHD005320,1204032843,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2016-05-04 16:35:11.700468016,2 - Satisfied,2016-05-08 16:35:11.700468016
HRHD005321,1209049326,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2016-05-04 20:26:35.007800304,1 - Unsatisfied,2016-05-10 20:26:35.007800304
HRHD005322,1102024057,3 - Non-staff,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2016-05-05 00:17:58.315132608,0 - Unknown,2016-05-08 00:17:58.315132608
HRHD005323,1101023612,1 - Intern,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,1 - Low,2016-05-05 04:09:21.622464896,2 - Satisfied,2016-05-09 04:09:21.622464896
HRHD005324,1000974650,1 - Intern,qabMRJqu,Employee Relations,Closed,Tier 2,1 - Low,2016-05-05 08:00:44.929797184,0 - Unknown,2016-05-09 08:00:44.929797184
HRHD005325,1103024924,4 - Management,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2016-05-05 11:52:08.237129488,0 - Unknown,2016-05-08 11:52:08.237129488
HRHD005326,1012023204,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,2 - Medium,2016-05-05 15:43:31.544461776,3 - Highly satisfied,2016-05-10 15:43:31.544461776
HRHD005327,1102024149,4 - Management,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2016-05-05 19:34:54.851794064,1 - Unsatisfied,2016-05-07 19:34:54.851794064
HRHD005328,906014183,1 - Intern,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,0 - None,2016-05-05 23:26:18.159126368,0 - Unknown,2016-05-09 23:26:18.159126368
HRHD005329,1001103149,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,1 - Low,2016-05-06 03:17:41.466458656,2 - Satisfied,2016-05-06 03:17:41.466458656
HRHD005330,1201031274,4 - Management,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2016-05-06 07:09:04.773790944,3 - Highly satisfied,2016-05-12 07:09:04.773790944
HRHD005331,1009919980,4 - Management,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2016-05-06 11:00:28.081123248,2 - Satisfied,2016-05-06 11:00:28.081123248
HRHD005332,1009919990,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2016-05-06 14:51:51.388455536,3 - Highly satisfied,2016-05-06 14:51:51.388455536
HRHD005333,1106026579,4 - Management,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2016-05-06 18:43:14.695787824,3 - Highly satisfied,2016-05-11 18:43:14.695787824
HRHD005334,1403066020,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,2 - Medium,2016-05-06 22:34:38.003120128,3 - Highly satisfied,2016-05-06 22:34:38.003120128
HRHD005335,1306057810,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2016-05-07 02:26:01.310452416,2 - Satisfied,2016-05-08 02:26:01.310452416
HRHD005336,1001944783,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2016-05-07 06:17:24.617784704,2 - Satisfied,2016-05-09 06:17:24.617784704
HRHD005337,1404066711,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2016-05-07 10:08:47.925117008,2 - Satisfied,2016-05-07 10:08:47.925117008
HRHD005338,1412071844,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,1 - Low,2016-05-07 14:00:11.232449296,1 - Unsatisfied,2016-05-12 14:00:11.232449296
HRHD005339,1401064562,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2016-05-07 17:51:34.539781584,2 - Satisfied,2016-05-13 17:51:34.539781584
HRHD005340,1012023152,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2016-05-07 21:42:57.847113888,3 - Highly satisfied,2016-05-08 21:42:57.847113888
HRHD005341,1110029777,4 - Management,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2016-05-08 01:34:21.154446176,2 - Satisfied,2016-05-13 01:34:21.154446176
HRHD005342,1205033180,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2016-05-08 05:25:44.461778464,0 - Unknown,2016-05-13 05:25:44.461778464
HRHD005343,1401064670,3 - Non-staff,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2016-05-08 09:17:07.769110768,3 - Highly satisfied,2016-05-10 09:17:07.769110768
HRHD005344,1101023679,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2016-05-08 13:08:31.076443056,0 - Unknown,2016-05-13 13:08:31.076443056
HRHD005345,1306057810,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,2 - Medium,2016-05-08 16:59:54.383775344,0 - Unknown,2016-05-12 16:59:54.383775344
HRHD005346,1204032927,4 - Management,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2016-05-08 20:51:17.691107648,0 - Unknown,2016-05-11 20:51:17.691107648
HRHD005347,1001956578,1 - Intern,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2016-05-09 00:42:40.998439936,1 - Unsatisfied,2016-05-09 00:42:40.998439936
HRHD005348,1110029777,1 - Intern,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2016-05-09 04:34:04.305772224,0 - Unknown,2016-05-12 04:34:04.305772224
HRHD005349,1108028108,4 - Management,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2016-05-09 08:25:27.613104528,1 - Unsatisfied,2016-05-10 08:25:27.613104528
HRHD005350,1302053044,1 - Intern,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2016-05-09 12:16:50.920436816,3 - Highly satisfied,2016-05-11 12:16:50.920436816
HRHD005351,1000974650,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2016-05-09 16:08:14.227769104,3 - Highly satisfied,2016-05-13 16:08:14.227769104
HRHD005352,1106026433,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2016-05-09 19:59:37.535101408,0 - Unknown,2016-05-15 19:59:37.535101408
HRHD005353,1102023965,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2016-05-09 23:51:00.842433696,1 - Unsatisfied,2016-05-15 23:51:00.842433696
HRHD005354,1108028351,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,2 - Medium,2016-05-10 03:42:24.149765984,1 - Unsatisfied,2016-05-11 03:42:24.149765984
HRHD005355,1011022926,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,0 - None,2016-05-10 07:33:47.457098288,1 - Unsatisfied,2016-05-12 07:33:47.457098288
HRHD005356,1307060188,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2016-05-10 11:25:10.764430576,0 - Unknown,2016-05-16 11:25:10.764430576
HRHD005357,1001970770,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2016-05-10 15:16:34.071762864,1 - Unsatisfied,2016-05-15 15:16:34.071762864
HRHD005358,1012023185,4 - Management,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2016-05-10 19:07:57.379095152,0 - Unknown,2016-05-15 19:07:57.379095152
HRHD005359,1406067957,1 - Intern,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2016-05-10 22:59:20.686427456,1 - Unsatisfied,2016-05-13 22:59:20.686427456
HRHD005360,1403066020,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2016-05-11 02:50:43.993759744,3 - Highly satisfied,2016-05-12 02:50:43.993759744
HRHD005361,1001103149,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,1 - Low,2016-05-11 06:42:07.301092032,2 - Satisfied,2016-05-15 06:42:07.301092032
HRHD005362,1402065303,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2016-05-11 10:33:30.608424336,0 - Unknown,2016-05-16 10:33:30.608424336
HRHD005363,1001504432,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2016-05-11 14:24:53.915756624,0 - Unknown,2016-05-13 14:24:53.915756624
HRHD005364,1401064670,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2016-05-11 18:16:17.223088912,0 - Unknown,2016-05-12 18:16:17.223088912
HRHD005365,1107027450,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2016-05-11 22:07:40.530421216,3 - Highly satisfied,2016-05-12 22:07:40.530421216
HRHD005366,1107027575,3 - Non-staff,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2016-05-12 01:59:03.837753504,0 - Unknown,2016-05-12 01:59:03.837753504
HRHD005367,710007555,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,2 - Medium,2016-05-12 05:50:27.145085792,3 - Highly satisfied,2016-05-14 05:50:27.145085792
HRHD005368,1201031438,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,1 - Low,2016-05-12 09:41:50.452418096,0 - Unknown,2016-05-13 09:41:50.452418096
HRHD005369,1205033180,4 - Management,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2016-05-12 13:33:13.759750384,2 - Satisfied,2016-05-18 13:33:13.759750384
HRHD005370,906014183,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2016-05-12 17:24:37.067082672,1 - Unsatisfied,2016-05-18 17:24:37.067082672
HRHD005371,602000312,1 - Intern,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,1 - Low,2016-05-12 21:16:00.374414976,2 - Satisfied,2016-05-15 21:16:00.374414976
HRHD005372,812011761,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2016-05-13 01:07:23.681747264,0 - Unknown,2016-05-15 01:07:23.681747264
HRHD005373,1303054329,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2016-05-13 04:58:46.989079552,0 - Unknown,2016-05-16 04:58:46.989079552
HRHD005374,1009919920,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2016-05-13 08:50:10.296411856,0 - Unknown,2016-05-19 08:50:10.296411856
HRHD005375,1102024149,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2016-05-13 12:41:33.603744144,3 - Highly satisfied,2016-05-19 12:41:33.603744144
HRHD005376,1111030244,4 - Management,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2016-05-13 16:32:56.911076432,3 - Highly satisfied,2016-05-17 16:32:56.911076432
HRHD005377,1407069061,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2016-05-13 20:24:20.218408736,0 - Unknown,2016-05-16 20:24:20.218408736
HRHD005378,1308060622,3 - Non-staff,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2016-05-14 00:15:43.525741024,3 - Highly satisfied,2016-05-18 00:15:43.525741024
HRHD005379,1504073313,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,1 - Low,2016-05-14 04:07:06.833073312,1 - Unsatisfied,2016-05-14 04:07:06.833073312
HRHD005380,1209049326,4 - Management,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,0 - None,2016-05-14 07:58:30.140405616,1 - Unsatisfied,2016-05-17 07:58:30.140405616
HRHD005381,1009919960,1 - Intern,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2016-05-14 11:49:53.447737904,1 - Unsatisfied,2016-05-19 11:49:53.447737904
HRHD005382,1012023010,4 - Management,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2016-05-14 15:41:16.755070192,3 - Highly satisfied,2016-05-19 15:41:16.755070192
HRHD005383,1108028351,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,2 - Medium,2016-05-14 19:32:40.062402496,1 - Unsatisfied,2016-05-18 19:32:40.062402496
HRHD005384,1306057810,4 - Management,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2016-05-14 23:24:03.369734784,2 - Satisfied,2016-05-14 23:24:03.369734784
HRHD005385,1108027853,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2016-05-15 03:15:26.677067072,3 - Highly satisfied,2016-05-16 03:15:26.677067072
HRHD005386,1001856521,3 - Non-staff,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2016-05-15 07:06:49.984399376,3 - Highly satisfied,2016-05-19 07:06:49.984399376
HRHD005387,1011022887,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,2 - Medium,2016-05-15 10:58:13.291731664,1 - Unsatisfied,2016-05-16 10:58:13.291731664
HRHD005388,1106026572,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,2 - Medium,2016-05-15 14:49:36.599063952,2 - Satisfied,2016-05-15 14:49:36.599063952
HRHD005389,1303054625,1 - Intern,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,0 - None,2016-05-15 18:40:59.906396256,2 - Satisfied,2016-05-20 18:40:59.906396256
HRHD005390,1201031308,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,1 - Low,2016-05-15 22:32:23.213728544,2 - Satisfied,2016-05-20 22:32:23.213728544
HRHD005391,1403066125,4 - Management,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2016-05-16 02:23:46.521060832,3 - Highly satisfied,2016-05-19 02:23:46.521060832
HRHD005392,1110029990,4 - Management,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2016-05-16 06:15:09.828393136,1 - Unsatisfied,2016-05-17 06:15:09.828393136
HRHD005393,1011022887,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,0 - None,2016-05-16 10:06:33.135725424,1 - Unsatisfied,2016-05-17 10:06:33.135725424
HRHD005394,1411071302,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2016-05-16 13:57:56.443057712,2 - Satisfied,2016-05-18 13:57:56.443057712
HRHD005395,1109029264,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2016-05-16 17:49:19.750390016,2 - Satisfied,2016-05-19 17:49:19.750390016
HRHD005396,1001109612,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2016-05-16 21:40:43.057722304,2 - Satisfied,2016-05-20 21:40:43.057722304
HRHD005397,1305057440,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2016-05-17 01:32:06.365054592,2 - Satisfied,2016-05-23 01:32:06.365054592
HRHD005398,1411071295,4 - Management,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2016-05-17 05:23:29.672386896,3 - Highly satisfied,2016-05-22 05:23:29.672386896
HRHD005399,1403066125,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2016-05-17 09:14:52.979719184,3 - Highly satisfied,2016-05-22 09:14:52.979719184
